Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01-Login and Forgot Password,Chrome 112.0.0.0,,,2023-04-26 09:55:45,2023-04-26 09:57:44,1m - 59.244s,FAILED
,,,,,,,
Test Cases/01-Login and Forgot Password/01-Login(Credentials Blank),Chrome 112.0.0.0,,,2023-04-26 09:55:45,2023-04-26 09:56:09,23.514s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-04-26 09:55:46,2023-04-26 09:55:51,5.109s,PASSED
"navigateToUrl(""https://lab.everleagues.com/"")",Chrome 112.0.0.0,,,2023-04-26 09:55:51,2023-04-26 09:56:03,11.585s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-04-26 09:56:03,2023-04-26 09:56:03,0.215s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Login_Card""), 0)",Chrome 112.0.0.0,,,2023-04-26 09:56:03,2023-04-26 09:56:03,0.613s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 09:56:03,2023-04-26 09:56:06,2.062s,PASSED
"verifyElementNotClickable(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 09:56:06,2023-04-26 09:56:06,0.442s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:06,2023-04-26 09:56:09,3.017s,PASSED
,,,,,,,
Test Cases/01-Login and Forgot Password/02-Login(Wrong Email),Chrome 112.0.0.0,,,2023-04-26 09:56:09,2023-04-26 09:56:22,13.047s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), ""unregisteredemail@test.com"")",Chrome 112.0.0.0,,,2023-04-26 09:56:10,2023-04-26 09:56:11,1.174s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password""), ""pUQNV8a0dCQ="")",Chrome 112.0.0.0,,,2023-04-26 09:56:11,2023-04-26 09:56:12,0.774s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:12,2023-04-26 09:56:15,3.019s,PASSED
"click(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 09:56:15,2023-04-26 09:56:15,0.592s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:15,2023-04-26 09:56:18,3.006s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Invalid email error""), 0)",Chrome 112.0.0.0,,,2023-04-26 09:56:18,2023-04-26 09:56:19,0.918s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:19,2023-04-26 09:56:22,3.010s,PASSED
,,,,,,,
"Test Cases/01-Login and Forgot Password/03-Login(Valid email, wrong pass)",Chrome 112.0.0.0,,,2023-04-26 09:56:22,2023-04-26 09:56:36,14.204s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), ""testuser01@mailinator.com"")",Chrome 112.0.0.0,,,2023-04-26 09:56:22,2023-04-26 09:56:23,1.059s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password""), ""OxgQgnWTiECE3BxjMAl2ng=="")",Chrome 112.0.0.0,,,2023-04-26 09:56:23,2023-04-26 09:56:24,0.491s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-04-26 09:56:24,2023-04-26 09:56:26,2.016s,PASSED
"click(findTestObject(""01-Login and Forgot Password/show pass button""))",Chrome 112.0.0.0,,,2023-04-26 09:56:26,2023-04-26 09:56:26,0.479s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:26,2023-04-26 09:56:29,3.014s,PASSED
"click(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 112.0.0.0,,,2023-04-26 09:56:29,2023-04-26 09:56:30,0.393s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:30,2023-04-26 09:56:33,3.018s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Invalid user name or password""), 0)",Chrome 112.0.0.0,,,2023-04-26 09:56:33,2023-04-26 09:56:33,0.387s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-04-26 09:56:33,2023-04-26 09:56:36,3.012s,PASSED
,,,,,,,
Test Cases/01-Login and Forgot Password/04-Login (Valid Credentials-Without Subscription),Chrome 112.0.0.0,,,2023-04-26 09:56:36,2023-04-26 09:57:40,1m - 3.635s,FAILED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), ""testuser01@mailinator.com"")",Chrome 112.0.0.0,,,2023-04-26 09:56:37,2023-04-26 09:56:38,1.021s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password2""), ""8yFRyszE6U6jvsCn51OQbg=="")",Chrome 112.0.0.0,,,2023-04-26 09:56:38,2023-04-26 09:56:38,0.632s,PASSED
