Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
06-Teams,Chrome 99.0.4844.82,,,2022-03-25 18:41:39,2022-03-25 18:48:29,6m - 49.972s,PASSED
,,,,,,,
Test Cases/06-Teams/01- Add Team- Public,Chrome 99.0.4844.82,,,2022-03-25 18:41:39,2022-03-25 18:46:26,4m - 47.426s,PASSED
"openBrowser("""")",Chrome 99.0.4844.82,,,2022-03-25 18:41:39,2022-03-25 18:41:42,2.363s,PASSED
"navigateToUrl(""https://lab.everleagues.com/"")",Chrome 99.0.4844.82,,,2022-03-25 18:41:42,2022-03-25 18:44:57,3m - 14.890s,PASSED
maximizeWindow(),Chrome 99.0.4844.82,,,2022-03-25 18:44:57,2022-03-25 18:44:57,0.162s,PASSED
"setText(findTestObject(""02-Side Icons(Organization)/Add Contact/Email Field""), ""testuser02@mailinator.com"")",Chrome 99.0.4844.82,,,2022-03-25 18:44:57,2022-03-25 18:44:58,0.820s,PASSED
"setEncryptedText(findTestObject(""02-Side Icons(Organization)/Add Contact/Password Field""), ""8yFRyszE6U6jvsCn51OQbg=="")",Chrome 99.0.4844.82,,,2022-03-25 18:44:58,2022-03-25 18:44:58,0.508s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Sign in""))",Chrome 99.0.4844.82,,,2022-03-25 18:44:58,2022-03-25 18:44:59,0.738s,PASSED
delay(2),Chrome 99.0.4844.82,,,2022-03-25 18:44:59,2022-03-25 18:45:01,2.027s,PASSED
"click(findTestObject(""06-Teams/For 2FA/button_Confirm_2FA""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:01,2022-03-25 18:45:01,0.377s,PASSED
"executeJavaScript(""window.open();"", [])",Chrome 99.0.4844.82,,,2022-03-25 18:45:01,2022-03-25 18:45:01,0.061s,PASSED
currentWindow = getWindowIndex(),Chrome 99.0.4844.82,,,2022-03-25 18:45:01,2022-03-25 18:45:01,0.021s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:01,2022-03-25 18:45:04,3.007s,PASSED
switchToWindowIndex(currentWindow + 1),Chrome 99.0.4844.82,,,2022-03-25 18:45:04,2022-03-25 18:45:04,0.034s,PASSED
"navigateToUrl(""https://www.mailinator.com/"")",Chrome 99.0.4844.82,,,2022-03-25 18:45:04,2022-03-25 18:45:07,2.496s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:07,2022-03-25 18:45:10,3.007s,PASSED
"setText(findTestObject(""00-Signup and Activation/zMailinator/input_LOGIN_search""), ""testuser02@mailinator.com"")",Chrome 99.0.4844.82,,,2022-03-25 18:45:10,2022-03-25 18:45:11,0.724s,PASSED
"click(findTestObject(""00-Signup and Activation/zMailinator/gobutton""), STOP_ON_FAILURE)",Chrome 99.0.4844.82,,,2022-03-25 18:45:11,2022-03-25 18:45:12,1.128s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:12,2022-03-25 18:45:15,3.014s,PASSED
"click(findTestObject(""00-Signup and Activation/zMailinator/Email - everleagues""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:15,2022-03-25 18:45:15,0.406s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:15,2022-03-25 18:45:18,3.007s,PASSED
"code = getText(findTestObject(""Object Repository/06-Teams/For 2FA/2FA code""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:18,2022-03-25 18:45:19,0.542s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:19,2022-03-25 18:45:22,3.009s,PASSED
"closeWindowTitle(""Mailinator"")",Chrome 99.0.4844.82,,,2022-03-25 18:45:22,2022-03-25 18:45:22,0.114s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:22,2022-03-25 18:45:25,3.013s,PASSED
switchToWindowIndex(0),Chrome 99.0.4844.82,,,2022-03-25 18:45:25,2022-03-25 18:45:25,0.018s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:25,2022-03-25 18:45:28,3.017s,PASSED
"setText(findTestObject(""Object Repository/06-Teams/For 2FA/input_Enter verification code_code""), code)",Chrome 99.0.4844.82,,,2022-03-25 18:45:28,2022-03-25 18:45:29,0.971s,PASSED
delay(3),Chrome 99.0.4844.82,,,2022-03-25 18:45:29,2022-03-25 18:45:32,3.009s,PASSED
"click(findTestObject(""06-Teams/For 2FA/button_Verify_2FA""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:32,2022-03-25 18:45:33,0.694s,PASSED
delay(5),Chrome 99.0.4844.82,,,2022-03-25 18:45:33,2022-03-25 18:45:38,5.002s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:38,2022-03-25 18:45:39,1.740s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:39,2022-03-25 18:45:40,0.571s,PASSED
"click(findTestObject(""06-Teams/button_GG Automation""))",Chrome 99.0.4844.82,,,2022-03-25 18:45:40,2022-03-25 18:45:41,0.783s,PASSED
delay(4),Chrome 99.0.4844.82,,,2022-03-25 18:45:41,2022-03-25 18:45:45,4.002s,PASSED
