Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
01-Login and Forgot Password,Chrome 112.0.0.0,,,2023-05-02 10:42:24,2023-05-02 10:45:46,3m - 21.603s,FAILED
,,,,,,,
Test Cases/01-Login and Forgot Password/01-Login(Credentials Blank),Chrome 112.0.0.0,,,2023-05-02 10:42:25,2023-05-02 10:42:53,28.248s,PASSED
"openBrowser("""")",Chrome 112.0.0.0,,,2023-05-02 10:42:25,2023-05-02 10:42:31,5.587s,PASSED
navigateToUrl(appURL),Chrome 112.0.0.0,,,2023-05-02 10:42:31,2023-05-02 10:42:46,15.420s,PASSED
maximizeWindow(),Chrome 112.0.0.0,,,2023-05-02 10:42:46,2023-05-02 10:42:47,0.230s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Login_Card""), 0)",Chrome 112.0.0.0,,,2023-05-02 10:42:47,2023-05-02 10:42:47,0.734s,PASSED
delay(2),Chrome 112.0.0.0,,,2023-05-02 10:42:47,2023-05-02 10:42:49,2.095s,PASSED
"verifyElementNotClickable(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 112.0.0.0,,,2023-05-02 10:42:49,2023-05-02 10:42:50,0.682s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-05-02 10:42:50,2023-05-02 10:42:53,3.017s,PASSED
,,,,,,,
Test Cases/01-Login and Forgot Password/02-Login(Wrong Email),Chrome 112.0.0.0,,,2023-05-02 10:42:53,2023-05-02 10:43:05,12.230s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), unregistered_email)",Chrome 112.0.0.0,,,2023-05-02 10:42:54,2023-05-02 10:42:55,1.026s,PASSED
"setEncryptedText(findTestObject(""01-Login and Forgot Password/input_Email_password""), ""pUQNV8a0dCQ="")",Chrome 112.0.0.0,,,2023-05-02 10:42:55,2023-05-02 10:42:55,0.665s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-05-02 10:42:55,2023-05-02 10:42:58,3.009s,PASSED
"click(findTestObject(""01-Login and Forgot Password/button_Sign in""))",Chrome 112.0.0.0,,,2023-05-02 10:42:58,2023-05-02 10:42:59,0.543s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-05-02 10:42:59,2023-05-02 10:43:02,3.011s,PASSED
"verifyElementPresent(findTestObject(""01-Login and Forgot Password/Invalid email error""), 0)",Chrome 112.0.0.0,,,2023-05-02 10:43:02,2023-05-02 10:43:02,0.544s,PASSED
delay(3),Chrome 112.0.0.0,,,2023-05-02 10:43:02,2023-05-02 10:43:05,3.009s,PASSED
,,,,,,,
"Test Cases/01-Login and Forgot Password/03-Login(Valid email, wrong pass)",Chrome 112.0.0.0,,,2023-05-02 10:43:05,2023-05-02 10:43:20,14.526s,PASSED
"setText(findTestObject(""01-Login and Forgot Password/input_Email_email""), email_without_subscription)",Chrome 112.0.0.0,,,2023-05-02 10:43:06,2023-05-02 10:43:07,1.084s,PASSED
