Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
03-Header Menu,Chrome 99.0.4844.74,,,2022-03-17 13:57:49,2022-03-17 14:07:39,9m - 50.287s,FAILED
,,,,,,,
Test Cases/03-Header Menu/01- Hamburger Button,Chrome 99.0.4844.74,verifies all elements of the hamburger button,,2022-03-17 13:57:49,2022-03-17 13:59:24,1m - 34.241s,PASSED
"openBrowser("""")",Chrome 99.0.4844.74,,,2022-03-17 13:57:50,2022-03-17 13:57:52,2.186s,PASSED
"navigateToUrl(""https://lab.everleagues.com/login?returnUrl=%2Fmain%2Fdashboard"")",Chrome 99.0.4844.74,,,2022-03-17 13:57:52,2022-03-17 13:58:23,30.747s,PASSED
maximizeWindow(),Chrome 99.0.4844.74,,,2022-03-17 13:58:23,2022-03-17 13:58:23,0.147s,PASSED
"setText(findTestObject(""02-Side Icons(Organization)/Add Contact/Email Field""), ""testuser01@mailinator.com"")",Chrome 99.0.4844.74,,,2022-03-17 13:58:23,2022-03-17 13:58:24,0.812s,PASSED
"setEncryptedText(findTestObject(""02-Side Icons(Organization)/Add Contact/Password Field""), ""8yFRyszE6U6jvsCn51OQbg=="")",Chrome 99.0.4844.74,,,2022-03-17 13:58:24,2022-03-17 13:58:24,0.502s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Sign in""))",Chrome 99.0.4844.74,,,2022-03-17 13:58:24,2022-03-17 13:58:25,0.728s,PASSED
delay(2),Chrome 99.0.4844.74,,,2022-03-17 13:58:25,2022-03-17 13:58:27,2.031s,PASSED
"click(findTestObject(""06-Teams/For 2FA/button_Confirm_2FA""))",Chrome 99.0.4844.74,,,2022-03-17 13:58:27,2022-03-17 13:58:27,0.360s,PASSED
"executeJavaScript(""window.open();"", [])",Chrome 99.0.4844.74,,,2022-03-17 13:58:27,2022-03-17 13:58:27,0.061s,PASSED
currentWindow = getWindowIndex(),Chrome 99.0.4844.74,,,2022-03-17 13:58:27,2022-03-17 13:58:27,0.020s,PASSED
delay(3),Chrome 99.0.4844.74,,,2022-03-17 13:58:27,2022-03-17 13:58:30,3.012s,PASSED
switchToWindowIndex(currentWindow + 1),Chrome 99.0.4844.74,,,2022-03-17 13:58:30,2022-03-17 13:58:31,0.032s,PASSED
"navigateToUrl(""https://www.mailinator.com/"")",Chrome 99.0.4844.74,,,2022-03-17 13:58:31,2022-03-17 13:58:33,2.241s,PASSED
delay(3),Chrome 99.0.4844.74,,,2022-03-17 13:58:33,2022-03-17 13:58:36,3.008s,PASSED
"setText(findTestObject(""00-Signup and Activation/zMailinator/input_LOGIN_search""), ""testuser01@mailinator.com"")",Chrome 99.0.4844.74,,,2022-03-17 13:58:36,2022-03-17 13:58:36,0.698s,PASSED
"click(findTestObject(""00-Signup and Activation/zMailinator/gobutton""), STOP_ON_FAILURE)",Chrome 99.0.4844.74,,,2022-03-17 13:58:36,2022-03-17 13:58:38,1.678s,PASSED
delay(3),Chrome 99.0.4844.74,,,2022-03-17 13:58:38,2022-03-17 13:58:41,3.017s,PASSED
"click(findTestObject(""00-Signup and Activation/zMailinator/Email - everleagues""))",Chrome 99.0.4844.74,,,2022-03-17 13:58:41,2022-03-17 13:58:42,0.386s,PASSED
delay(3),Chrome 99.0.4844.74,,,2022-03-17 13:58:42,2022-03-17 13:58:45,3.005s,PASSED
