Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
06.2 - Teams - Settings,Chrome 108.0.0.0,Need to add a connection either autotester01@mailinator.com or autotester02@mailinator.com before running this Test suite,,2022-12-21 12:20:01,2022-12-21 12:33:49,13m - 48.248s,PASSED
,,,,,,,
Test Cases/06- Teams/03-Edit Team - Private (adding member),Chrome 108.0.0.0,Need to add this autotester01@mailinator.com as a COWORKER under connection before running this TC,,2022-12-21 12:20:03,2022-12-21 12:22:41,2m - 38.019s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 12:20:05,2022-12-21 12:20:22,16.818s,PASSED
"navigateToUrl(""https://lab.everleagues.com/"")",Chrome 108.0.0.0,,,2022-12-21 12:20:22,2022-12-21 12:20:49,26.766s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 12:20:49,2022-12-21 12:20:49,0.388s,PASSED
"setText(findTestObject(""02-Side Icons(Organization)/Add Contact/Email Field""), ""testuser02@mailinator.com"")",Chrome 108.0.0.0,,,2022-12-21 12:20:49,2022-12-21 12:20:51,2.205s,PASSED
"setEncryptedText(findTestObject(""02-Side Icons(Organization)/Add Contact/Password Field""), ""8yFRyszE6U6jvsCn51OQbg=="")",Chrome 108.0.0.0,,,2022-12-21 12:20:51,2022-12-21 12:20:53,1.482s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Sign in""))",Chrome 108.0.0.0,,,2022-12-21 12:20:53,2022-12-21 12:20:54,1.280s,PASSED
delay(3),Chrome 108.0.0.0,,,2022-12-21 12:20:54,2022-12-21 12:20:58,3.320s,PASSED
"click(findTestObject(""06-Teams/For 2FA/button_Confirm_2FA""))",Chrome 108.0.0.0,,,2022-12-21 12:20:58,2022-12-21 12:20:58,0.985s,PASSED
"executeJavaScript(""window.open();"", [])",Chrome 108.0.0.0,,,2022-12-21 12:20:58,2022-12-21 12:20:59,0.589s,PASSED
currentWindow = getWindowIndex(),Chrome 108.0.0.0,,,2022-12-21 12:20:59,2022-12-21 12:20:59,0.235s,PASSED
delay(3),Chrome 108.0.0.0,,,2022-12-21 12:20:59,2022-12-21 12:21:02,3.010s,PASSED
switchToWindowIndex(currentWindow + 1),Chrome 108.0.0.0,,,2022-12-21 12:21:02,2022-12-21 12:21:02,0.161s,PASSED
"navigateToUrl(""https://www.mailinator.com/"")",Chrome 108.0.0.0,,,2022-12-21 12:21:02,2022-12-21 12:21:13,10.061s,PASSED
delay(3),Chrome 108.0.0.0,,,2022-12-21 12:21:13,2022-12-21 12:21:16,3.017s,PASSED
"setText(findTestObject(""00-Signup and Activation/zMailinator/input_LOGIN_search""), ""testuser02@mailinator.com"")",Chrome 108.0.0.0,,,2022-12-21 12:21:16,2022-12-21 12:21:18,2.587s,PASSED
"click(findTestObject(""00-Signup and Activation/zMailinator/gobutton""), STOP_ON_FAILURE)",Chrome 108.0.0.0,,,2022-12-21 12:21:18,2022-12-21 12:21:24,5.515s,PASSED
delay(3),Chrome 108.0.0.0,,,2022-12-21 12:21:24,2022-12-21 12:21:27,3.025s,PASSED
